;Datatype;Decimals;Default;Description;ID;Key;ParentID;Position;ReleasePolicy;Title;Type;Unit;odata.type
525;Long;0.0;Impossible;Total requests for asylum minus Afghanistan, Armenia, Burundi, China, Guinea, Iran, Iraq, Nigeria, Sierra Leone, Somalia, Sri Lanka and Turkey.;525;OtherNationalities_463;511.0;463.0;;Other nationalities;Topic;number;Cbs.OData.Topic
0;;;;;0;Periods;;0.0;True;Periods;TimeDimension;;Cbs.OData.TimeDimension
430;Long;0.0;Impossible;"Persons in cohabiting couples with children.
Plus the children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";430;PersonsInCohabitingCouplesWithC_388;425.0;388.0;;Persons in cohabiting couples, with c...;Topic;number;Cbs.OData.Topic
437;Long;0.0;Impossible;"Persons in cohabiting couples with children.
Plus the children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";437;PersonsInCohabitingCouplesWithC_394;432.0;394.0;;Persons in cohabiting couples, with c...;Topic;number;Cbs.OData.Topic
445;Long;0.0;Impossible;"Persons in cohabiting couples with children.
Plus the children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";445;PersonsInCohabitingCouplesWithC_400;440.0;400.0;;Persons in cohabiting couples, with c...;Topic;number;Cbs.OData.Topic
452;Long;0.0;Impossible;"Persons in cohabiting couples with children. Plus the children.
Family relationship during the move.";452;PersonsInCohabitingCouplesWithC_406;447.0;406.0;;Persons in cohabiting couples, with c...;Topic;number;Cbs.OData.Topic
427;Long;0.0;Impossible;"Persons in married couple plus children. Excluding persons in partnership.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available

Registered partnership:
A relationship that is similar to marriage and is registered in the Municipal Population Register.
Both couples of the same and of different sex may have this type of relationship registered.
Registered partnership was introduced in the Netherlands on 1 January 1998.";427;PersonsInMarriedCouples_385;425.0;385.0;;Persons in married couples;Topic;number;Cbs.OData.Topic
434;Long;0.0;Impossible;"Persons in married couple plus children. Excluding persons in partnership.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.

Registered partnership:
A relationship that is similar to marriage and is registered in the Municipal Population Register.
Both couples of the same and of different sex may have this type of relationship registered.
Registered partnership was introduced in the Netherlands on 1 January 1998.";434;PersonsInMarriedCouples_391;432.0;391.0;;Persons in married couples;Topic;number;Cbs.OData.Topic
442;Long;0.0;Impossible;"Persons in married couple plus children. Excluding persons in partnership.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.

Registered partnership:
A relationship that is similar to marriage and is registered in the Municipal Population Register.
Both couples of the same and of different sex may have this type of relationship registered.
Registered partnership was introduced in the Netherlands on 1 January 1998.";442;PersonsInMarriedCouples_397;440.0;397.0;;Persons in married couples;Topic;number;Cbs.OData.Topic
449;Long;0.0;Impossible;"Persons in married couple plus children. 
Excluding persons in partnership.
Family relationship during the move.

Registered partnership:
A relationship that is similar to marriage and is registered in the Municipal Population Register.
Both couples of the same and of different sex may have this type of relationship registered.
Registered partnership was introduced in the Netherlands on 1 January 1998.";449;PersonsInMarriedCouples_403;447.0;403.0;;Persons in married couples;Topic;number;Cbs.OData.Topic
428;Long;0.0;Impossible;"Persons in single-father families plus children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";428;PersonsInSingleFatherFamilies_386;425.0;386.0;;Persons in single-father families;Topic;number;Cbs.OData.Topic
435;Long;0.0;Impossible;"Persons in single-father families plus children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";435;PersonsInSingleFatherFamilies_392;432.0;392.0;;Persons in single-father families;Topic;number;Cbs.OData.Topic
443;Long;0.0;Impossible;"Persons in single-father families plus children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";443;PersonsInSingleFatherFamilies_398;440.0;398.0;;Persons in single-father families;Topic;number;Cbs.OData.Topic
450;Long;0.0;Impossible;"Persons in single-father families plus children.
Family relationship during the move.";450;PersonsInSingleFatherFamilies_404;447.0;404.0;;Persons in single-father families;Topic;number;Cbs.OData.Topic
429;Long;0.0;Impossible;"Persons in single-mother families plus children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";429;PersonsInSingleMotherFamilies_387;425.0;387.0;;Persons in single-mother families;Topic;number;Cbs.OData.Topic
436;Long;0.0;Impossible;"Persons in single-mother families plus children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";436;PersonsInSingleMotherFamilies_393;432.0;393.0;;Persons in single-mother families;Topic;number;Cbs.OData.Topic
444;Long;0.0;Impossible;"Persons in single-mother families plus children.
Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.
";444;PersonsInSingleMotherFamilies_399;440.0;399.0;;Persons in single-mother families;Topic;number;Cbs.OData.Topic
451;Long;0.0;Impossible;"Persons in single-mother families plus children.
Family relationship during the move.";451;PersonsInSingleMotherFamilies_405;447.0;405.0;;Persons in single-mother families;Topic;number;Cbs.OData.Topic
431;Long;0.0;Impossible;"Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";431;PersonsNotLivingWithinAFamily_389;425.0;389.0;;Persons not living within a family;Topic;number;Cbs.OData.Topic
438;Long;0.0;Impossible;"Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";438;PersonsNotLivingWithinAFamily_395;432.0;395.0;;Persons not living within a family;Topic;number;Cbs.OData.Topic
446;Long;0.0;Impossible;"Family relationship during the move.

Since 2010, numbers by place in the family are no longer available.";446;PersonsNotLivingWithinAFamily_401;440.0;401.0;;Persons not living within a family;Topic;number;Cbs.OData.Topic
453;Long;0.0;Impossible;Family relationship during the move.;453;PersonsNotLivingWithinAFamily_407;447.0;407.0;;Persons not living within a family;Topic;number;Cbs.OData.Topic
10;Long;0.0;Impossible;"Someone who moved between municipalities:
A person who moved from one municipality to another.
Excluding changes caused by municipal border changes.";10;PersonsWhoMovedBetweenMunicipalities_9;1.0;9.0;;Persons who moved between municipalities;Topic;number;Cbs.OData.Topic
11;Long;0.0;Impossible;"Persons who moved within the same municipality.

Someone who moved within a municipality:
A person who moved from one address in a municipality to another address in the same municipality.";11;PersonsWhoMovedWithinTheSameMun_10;1.0;10.0;;Persons who moved within the same mun...;Topic;number;Cbs.OData.Topic
137;Double;0.0;Impossible;Poland and Dantzig.;137;Poland_117;120.0;117.0;;Poland;Topic;number;Cbs.OData.Topic
182;Long;0.0;Impossible;Poland and Dantzig.;182;Poland_159;165.0;159.0;;Poland;Topic;number;Cbs.OData.Topic
228;Double;0.0;Impossible;Poland and Dantzig.;228;Poland_201;211.0;201.0;;Poland;Topic;number;Cbs.OData.Topic
273;Double;0.0;Impossible;Poland and Dantzig.;273;Poland_243;256.0;243.0;;Poland;Topic;number;Cbs.OData.Topic
319;Long;0.0;Impossible;Poland and Dantzig.;319;Poland_285;302.0;285.0;;Poland;Topic;number;Cbs.OData.Topic
364;Long;0.0;Impossible;Poland and Dantzig.;364;Poland_327;347.0;327.0;;Poland;Topic;number;Cbs.OData.Topic
409;Double;0.0;Impossible;Poland and Dantzig.;409;Poland_369;392.0;369.0;;Poland;Topic;number;Cbs.OData.Topic
91;Long;0.0;Impossible;Poland and Dantzig.;91;Poland_75;74.0;75.0;;Poland;Topic;number;Cbs.OData.Topic
138;Double;0.0;Impossible;Portugal, Azores, Madeira.;138;Portugal_118;120.0;118.0;;Portugal;Topic;number;Cbs.OData.Topic
183;Long;0.0;Impossible;Portugal, Azores, Madeira.;183;Portugal_160;165.0;160.0;;Portugal;Topic;number;Cbs.OData.Topic
229;Double;0.0;Impossible;Portugal, Azores, Madeira.;229;Portugal_202;211.0;202.0;;Portugal;Topic;number;Cbs.OData.Topic
274;Double;0.0;Impossible;Portugal, Azores, Madeira.;274;Portugal_244;256.0;244.0;;Portugal;Topic;number;Cbs.OData.Topic
320;Long;0.0;Impossible;Portugal, Azores, Madeira.;320;Portugal_286;302.0;286.0;;Portugal;Topic;number;Cbs.OData.Topic
365;Long;0.0;Impossible;Portugal, Azores, Madeira.;365;Portugal_328;347.0;328.0;;Portugal;Topic;number;Cbs.OData.Topic
410;Double;0.0;Impossible;Portugal, Azores, Madeira.;410;Portugal_370;392.0;370.0;;Portugal;Topic;number;Cbs.OData.Topic
92;Long;0.0;Impossible;Portugal, Azores, Madeira.;92;Portugal_76;74.0;76.0;;Portugal;Topic;number;Cbs.OData.Topic
139;Double;0.0;Impossible;;139;SierraLeone_119;120.0;119.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
184;Long;0.0;Impossible;;184;SierraLeone_161;165.0;161.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
230;Double;0.0;Impossible;;230;SierraLeone_203;211.0;203.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
275;Double;0.0;Impossible;;275;SierraLeone_245;256.0;245.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
321;Long;0.0;Impossible;;321;SierraLeone_287;302.0;287.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
366;Long;0.0;Impossible;;366;SierraLeone_329;347.0;329.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
411;Double;0.0;Impossible;;411;SierraLeone_371;392.0;371.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
521;Long;0.0;Impossible;;521;SierraLeone_459;511.0;459.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
93;Long;0.0;Impossible;;93;SierraLeone_77;74.0;77.0;;Sierra Leone;Topic;number;Cbs.OData.Topic
140;Double;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;140;Somalia_120;120.0;120.0;;Somalia;Topic;number;Cbs.OData.Topic
185;Long;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;185;Somalia_162;165.0;162.0;;Somalia;Topic;number;Cbs.OData.Topic
231;Double;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;231;Somalia_204;211.0;204.0;;Somalia;Topic;number;Cbs.OData.Topic
276;Double;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;276;Somalia_246;256.0;246.0;;Somalia;Topic;number;Cbs.OData.Topic
322;Long;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;322;Somalia_288;302.0;288.0;;Somalia;Topic;number;Cbs.OData.Topic
367;Long;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;367;Somalia_330;347.0;330.0;;Somalia;Topic;number;Cbs.OData.Topic
412;Double;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;412;Somalia_372;392.0;372.0;;Somalia;Topic;number;Cbs.OData.Topic
522;Long;0.0;Impossible;;522;Somalia_460;511.0;460.0;;Somalia;Topic;number;Cbs.OData.Topic
94;Long;0.0;Impossible;Somalia, British Somaliland, Italian Somaliland.;94;Somalia_78;74.0;78.0;;Somalia;Topic;number;Cbs.OData.Topic
141;Double;0.0;Impossible;;141;SouthAfrica_121;120.0;121.0;;South Africa;Topic;number;Cbs.OData.Topic
186;Long;0.0;Impossible;;186;SouthAfrica_163;165.0;163.0;;South Africa;Topic;number;Cbs.OData.Topic
232;Double;0.0;Impossible;;232;SouthAfrica_205;211.0;205.0;;South Africa;Topic;number;Cbs.OData.Topic
277;Double;0.0;Impossible;;277;SouthAfrica_247;256.0;247.0;;South Africa;Topic;number;Cbs.OData.Topic
323;Long;0.0;Impossible;;323;SouthAfrica_289;302.0;289.0;;South Africa;Topic;number;Cbs.OData.Topic
368;Long;0.0;Impossible;;368;SouthAfrica_331;347.0;331.0;;South Africa;Topic;number;Cbs.OData.Topic
413;Double;0.0;Impossible;;413;SouthAfrica_373;392.0;373.0;;South Africa;Topic;number;Cbs.OData.Topic
95;Long;0.0;Impossible;;95;SouthAfrica_79;74.0;79.0;;South Africa;Topic;number;Cbs.OData.Topic
142;Double;0.0;Impossible;Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine, Uzbekistan, Russian Federation, Russia (former), Soviet Union, Tadzhikistan, Turkmenistan.;142;SovietUnionFormer_122;120.0;122.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
187;Long;0.0;Impossible;Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine, Uzbekistan, Russian Federation, Russia (former), Soviet Union, Tadzhikistan, Turkmenistan.;187;SovietUnionFormer_164;165.0;164.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
233;Double;0.0;Impossible;Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine, Uzbekistan, Russian Federation, Russia (former), Soviet Union, Tadzhikistan, Turkmenistan.;233;SovietUnionFormer_206;211.0;206.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
278;Double;0.0;Impossible;Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine, Uzbekistan, Russian Federation, Russia (former), Soviet Union, Tadzhikistan, Turkmenistan.;278;SovietUnionFormer_248;256.0;248.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
324;Long;0.0;Impossible;"Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan,
Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine,
Uzbekistan, Russian Federation, Russia (former), Soviet Union,
Tadzhikistan, Turkmenistan.";324;SovietUnionFormer_290;302.0;290.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
369;Long;0.0;Impossible;"Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan,
Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine,
Uzbekistan, Russian Federation, Russia (former), Soviet Union,
Tadzhikistan, Turkmenistan.";369;SovietUnionFormer_332;347.0;332.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
414;Double;0.0;Impossible;"Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan,
Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine,
Uzbekistan, Russian Federation, Russia (former), Soviet Union,
Tadzhikistan, Turkmenistan.";414;SovietUnionFormer_374;392.0;374.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
96;Long;0.0;Impossible;Armenia, Azerbaijan, Belarus, Estonia, Georgia, Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Republic of Moldova, Ukraine, Uzbekistan, Russian Federation, Russia (former), Soviet Union, Tadzhikistan, Turkmenistan.;96;SovietUnionFormer_80;74.0;80.0;;Soviet Union (former);Topic;number;Cbs.OData.Topic
143;Double;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;143;Spain_123;120.0;123.0;;Spain;Topic;number;Cbs.OData.Topic
188;Long;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;188;Spain_165;165.0;165.0;;Spain;Topic;number;Cbs.OData.Topic
234;Double;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;234;Spain_207;211.0;207.0;;Spain;Topic;number;Cbs.OData.Topic
279;Double;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;279;Spain_249;256.0;249.0;;Spain;Topic;number;Cbs.OData.Topic
325;Long;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;325;Spain_291;302.0;291.0;;Spain;Topic;number;Cbs.OData.Topic
370;Long;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;370;Spain_333;347.0;333.0;;Spain;Topic;number;Cbs.OData.Topic
415;Double;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;415;Spain_375;392.0;375.0;;Spain;Topic;number;Cbs.OData.Topic
97;Long;0.0;Impossible;Spain, Canary Islands, Spanish North Africa.;97;Spain_81;74.0;81.0;;Spain;Topic;number;Cbs.OData.Topic
523;Long;0.0;Impossible;;523;SriLanka_461;511.0;461.0;;Sri Lanka;Topic;number;Cbs.OData.Topic
144;Double;0.0;Impossible;;144;Sudan_124;120.0;124.0;;Sudan;Topic;number;Cbs.OData.Topic
189;Long;0.0;Impossible;;189;Sudan_166;165.0;166.0;;Sudan;Topic;number;Cbs.OData.Topic
235;Double;0.0;Impossible;;235;Sudan_208;211.0;208.0;;Sudan;Topic;number;Cbs.OData.Topic
280;Double;0.0;Impossible;;280;Sudan_250;256.0;250.0;;Sudan;Topic;number;Cbs.OData.Topic
326;Long;0.0;Impossible;;326;Sudan_292;302.0;292.0;;Sudan;Topic;number;Cbs.OData.Topic
371;Long;0.0;Impossible;;371;Sudan_334;347.0;334.0;;Sudan;Topic;number;Cbs.OData.Topic
416;Double;0.0;Impossible;;416;Sudan_376;392.0;376.0;;Sudan;Topic;number;Cbs.OData.Topic
98;Long;0.0;Impossible;;98;Sudan_82;74.0;82.0;;Sudan;Topic;number;Cbs.OData.Topic
145;Double;0.0;Impossible;;145;Suriname_125;120.0;125.0;;Suriname;Topic;number;Cbs.OData.Topic
190;Long;0.0;Impossible;;190;Suriname_167;165.0;167.0;;Suriname;Topic;number;Cbs.OData.Topic
236;Double;0.0;Impossible;;236;Suriname_209;211.0;209.0;;Suriname;Topic;number;Cbs.OData.Topic
281;Double;0.0;Impossible;;281;Suriname_251;256.0;251.0;;Suriname;Topic;number;Cbs.OData.Topic
327;Long;0.0;Impossible;;327;Suriname_293;302.0;293.0;;Suriname;Topic;number;Cbs.OData.Topic
372;Long;0.0;Impossible;;372;Suriname_335;347.0;335.0;;Suriname;Topic;number;Cbs.OData.Topic
417;Double;0.0;Impossible;;417;Suriname_377;392.0;377.0;;Suriname;Topic;number;Cbs.OData.Topic
99;Long;0.0;Impossible;;99;Suriname_83;74.0;83.0;;Suriname;Topic;number;Cbs.OData.Topic
146;Double;0.0;Impossible;;146;Syria_126;120.0;126.0;;Syria;Topic;number;Cbs.OData.Topic
191;Long;0.0;Impossible;;191;Syria_168;165.0;168.0;;Syria;Topic;number;Cbs.OData.Topic
237;Double;0.0;Impossible;;237;Syria_210;211.0;210.0;;Syria;Topic;number;Cbs.OData.Topic
282;Double;0.0;Impossible;;282;Syria_252;256.0;252.0;;Syria;Topic;number;Cbs.OData.Topic
328;Long;0.0;Impossible;;328;Syria_294;302.0;294.0;;Syria;Topic;number;Cbs.OData.Topic
373;Long;0.0;Impossible;;373;Syria_336;347.0;336.0;;Syria;Topic;number;Cbs.OData.Topic
418;Double;0.0;Impossible;;418;Syria_378;392.0;378.0;;Syria;Topic;number;Cbs.OData.Topic
100;Long;0.0;Impossible;;100;Syria_84;74.0;84.0;;Syria;Topic;number;Cbs.OData.Topic
135;Double;0.0;Impossible;;135;TheNetherlands_115;120.0;115.0;;The Netherlands;Topic;number;Cbs.OData.Topic
180;Long;0.0;Impossible;;180;TheNetherlands_157;165.0;157.0;;The Netherlands;Topic;number;Cbs.OData.Topic
226;Double;0.0;Impossible;;226;TheNetherlands_199;211.0;199.0;;The Netherlands;Topic;number;Cbs.OData.Topic
271;Double;0.0;Impossible;;271;TheNetherlands_241;256.0;241.0;;The Netherlands;Topic;number;Cbs.OData.Topic
317;Long;0.0;Impossible;;317;TheNetherlands_283;302.0;283.0;;The Netherlands;Topic;number;Cbs.OData.Topic
362;Long;0.0;Impossible;;362;TheNetherlands_325;347.0;325.0;;The Netherlands;Topic;number;Cbs.OData.Topic
407;Double;0.0;Impossible;;407;TheNetherlands_367;392.0;367.0;;The Netherlands;Topic;number;Cbs.OData.Topic
89;Long;0.0;Impossible;;89;TheNetherlands_73;74.0;73.0;;The Netherlands;Topic;number;Cbs.OData.Topic
291;Long;0.0;Impossible;Including country of birth unknown.;291;TotalAdministrativeEntries_258;290.0;258.0;;Total administrative entries;Topic;number;Cbs.OData.Topic
303;Double;0.0;Impossible;Including country of birth unknown.;303;TotalAdministrativeEntries_269;302.0;269.0;;Total administrative entries;Topic;number;Cbs.OData.Topic
336;Long;0.0;Impossible;Including country of birth unknown.;336;TotalAdministrativeRemovals_300;335.0;300.0;;Total administrative removals;Topic;number;Cbs.OData.Topic
348;Double;0.0;Impossible;Including country of birth unknown.;348;TotalAdministrativeRemovals_311;347.0;311.0;;Total administrative removals;Topic;number;Cbs.OData.Topic
496;Long;0.0;Impossible;;496;TotalDissolutions_438;495.0;438.0;;Total dissolutions;Topic;number;Cbs.OData.Topic
501;Long;0.0;Impossible;;501;TotalDissolutions_442;500.0;442.0;;Total dissolutions;Topic;number;Cbs.OData.Topic
121;Double;0.0;Impossible;"Total emigration including administrative corrections.
Including country of birth unknown.";121;TotalEmigrationIncludingAdministra_101;120.0;101.0;;Total emigration including administra...;Topic;number;Cbs.OData.Topic
109;Double;0.0;Impossible;Total emigration including administrative corrections.;109;TotalEmigrationIncludingAdministra_90;108.0;90.0;;Total emigration including administra...;Topic;number;Cbs.OData.Topic
154;Long;0.0;Impossible;Including country of birth unknown.;154;TotalEmigration_132;153.0;132.0;;Total emigration;Topic;number;Cbs.OData.Topic
166;Double;0.0;Impossible;Including country of birth unknown.;166;TotalEmigration_143;165.0;143.0;;Total emigration;Topic;number;Cbs.OData.Topic
48;Double;0.0;Impossible;;48;TotalFemales_38;47.0;38.0;;Total females;Topic;number;Cbs.OData.Topic
478;Long;0.0;Impossible;;478;TotalFemales_425;477.0;425.0;;Total females;Topic;number;Cbs.OData.Topic
490;Long;0.0;Impossible;;490;TotalFemales_434;489.0;434.0;;Total females;Topic;number;Cbs.OData.Topic
13;Double;3.0;Impossible;"Only yearly data available.

Total fertility rate:
The sum of the individual age specific fertility rates.
This figure can be interpreted as the average number of children a woman would have if the age-specific fertility rates in a given year were to apply throughout her life.

Age specific fertility rate
The number of live-born children born by women of a particular age group in a given period related to the average number of women in that age group and period.";13;TotalFertilityRate_11;12.0;11.0;;Total Fertility Rate;Topic;number;Cbs.OData.Topic
63;Long;0.0;Impossible;Including unknown countries of birth and children born in a Dutch asylum seekers' centre.;63;TotalImmigration_48;62.0;48.0;;Total immigration;Topic;number;Cbs.OData.Topic
75;Double;0.0;Impossible;Including country of birth unknown and children born in a Dutch asylum seekers' centre.;75;TotalImmigration_59;74.0;59.0;;Total immigration;Topic;number;Cbs.OData.Topic
15;Double;0.0;Impossible;;15;TotalLiveBornChildren_12;14.0;12.0;;Total live born children;Topic;number;Cbs.OData.Topic
21;Double;0.0;Impossible;;21;TotalLiveBornChildren_17;20.0;17.0;;Total live born children;Topic;number;Cbs.OData.Topic
32;Double;0.0;Impossible;;32;TotalMalesAndFemales_24;31.0;24.0;;Total males and females;Topic;number;Cbs.OData.Topic
40;Double;0.0;Impossible;;40;TotalMales_31;39.0;31.0;;Total males;Topic;number;Cbs.OData.Topic
472;Long;0.0;Impossible;;472;TotalMales_420;471.0;420.0;;Total males;Topic;number;Cbs.OData.Topic
485;Long;0.0;Impossible;;485;TotalMales_430;484.0;430.0;;Total males;Topic;number;Cbs.OData.Topic
456;Long;0.0;Impossible;Total contracted marriages and registered partnerships.;456;TotalMarriagesPartnerships_408;455.0;408.0;;Total marriages / partnerships;Topic;number;Cbs.OData.Topic
461;Long;0.0;Impossible;;461;TotalMarriages_412;460.0;412.0;;Total marriages;Topic;number;Cbs.OData.Topic
381;Double;0.0;Impossible;Including country of birth unknown.;381;TotalNetAdministrativeCorrections_342;380.0;342.0;;Total net administrative corrections;Topic;number;Cbs.OData.Topic
393;Double;0.0;Impossible;Including country of birth unknown.;393;TotalNetAdministrativeCorrections_353;392.0;353.0;;Total net administrative corrections;Topic;number;Cbs.OData.Topic
200;Double;0.0;Impossible;"Total net migration including administrative corrections.
Including country of birth unknown.";200;TotalNetMigrationIncludingAdminis_174;199.0;174.0;;Total net migration including adminis...;Topic;number;Cbs.OData.Topic
212;Double;0.0;Impossible;"Total net migration including administrative corrections.
Including country of birth unknown.";212;TotalNetMigrationIncludingAdminis_185;211.0;185.0;;Total net migration including adminis...;Topic;number;Cbs.OData.Topic
245;Double;0.0;Impossible;Including country of birth unknown.;245;TotalNetMigration_216;244.0;216.0;;Total net migration;Topic;number;Cbs.OData.Topic
257;Double;0.0;Impossible;Including country of birth unknown.;257;TotalNetMigration_227;256.0;227.0;;Total net migration;Topic;number;Cbs.OData.Topic
448;Long;0.0;Impossible;;448;TotalPersonsMovedBetweenProvinces_402;447.0;402.0;;Total persons moved between provinces;Topic;number;Cbs.OData.Topic
433;Long;0.0;Impossible;Total of persons who moved within the same municipality.;433;TotalPersonsMovedWithinMunicipali_390;432.0;390.0;;Total persons moved within municipali...;Topic;number;Cbs.OData.Topic
441;Long;0.0;Impossible;;441;TotalPersonsMovedWithinProvinces_396;440.0;396.0;;Total persons moved within provinces;Topic;number;Cbs.OData.Topic
426;Long;0.0;Impossible;;426;TotalPersonsMoved_384;425.0;384.0;;Total persons moved;Topic;number;Cbs.OData.Topic
8;Long;0.0;Impossible;"Population growth:
The increase or decrease of the population.";8;TotalPopulationGrowth_7;1.0;7.0;;Total population growth;Topic;number;Cbs.OData.Topic
466;Long;0.0;Impossible;;466;TotalRegisteredPartnerships_416;465.0;416.0;;Total registered partnerships;Topic;number;Cbs.OData.Topic
512;Long;0.0;Impossible;;512;TotalRequestsForAsylum_450;511.0;450.0;;Total requests for asylum;Topic;number;Cbs.OData.Topic
147;Double;0.0;Impossible;;147;Turkey_127;120.0;127.0;;Turkey;Topic;number;Cbs.OData.Topic
192;Long;0.0;Impossible;;192;Turkey_169;165.0;169.0;;Turkey;Topic;number;Cbs.OData.Topic
238;Double;0.0;Impossible;;238;Turkey_211;211.0;211.0;;Turkey;Topic;number;Cbs.OData.Topic
283;Double;0.0;Impossible;;283;Turkey_253;256.0;253.0;;Turkey;Topic;number;Cbs.OData.Topic
329;Long;0.0;Impossible;;329;Turkey_295;302.0;295.0;;Turkey;Topic;number;Cbs.OData.Topic
374;Long;0.0;Impossible;;374;Turkey_337;347.0;337.0;;Turkey;Topic;number;Cbs.OData.Topic
419;Double;0.0;Impossible;;419;Turkey_379;392.0;379.0;;Turkey;Topic;number;Cbs.OData.Topic
524;Long;0.0;Impossible;;524;Turkey_462;511.0;462.0;;Turkey;Topic;number;Cbs.OData.Topic
101;Long;0.0;Impossible;;101;Turkey_85;74.0;85.0;;Turkey;Topic;number;Cbs.OData.Topic
148;Double;0.0;Impossible;;148;UnitedKingdom_128;120.0;128.0;;United Kingdom;Topic;number;Cbs.OData.Topic
193;Long;0.0;Impossible;;193;UnitedKingdom_170;165.0;170.0;;United Kingdom;Topic;number;Cbs.OData.Topic
239;Double;0.0;Impossible;;239;UnitedKingdom_212;211.0;212.0;;United Kingdom;Topic;number;Cbs.OData.Topic
284;Double;0.0;Impossible;;284;UnitedKingdom_254;256.0;254.0;;United Kingdom;Topic;number;Cbs.OData.Topic
330;Long;0.0;Impossible;;330;UnitedKingdom_296;302.0;296.0;;United Kingdom;Topic;number;Cbs.OData.Topic
375;Long;0.0;Impossible;;375;UnitedKingdom_338;347.0;338.0;;United Kingdom;Topic;number;Cbs.OData.Topic
420;Double;0.0;Impossible;;420;UnitedKingdom_380;392.0;380.0;;United Kingdom;Topic;number;Cbs.OData.Topic
102;Long;0.0;Impossible;;102;UnitedKingdom_86;74.0;86.0;;United Kingdom;Topic;number;Cbs.OData.Topic
149;Double;0.0;Impossible;United States, Hawai Islands.;149;UnitedStatesOfAmerica_129;120.0;129.0;;United States of America;Topic;number;Cbs.OData.Topic
194;Long;0.0;Impossible;United States, Hawai Islands.;194;UnitedStatesOfAmerica_171;165.0;171.0;;United States of America;Topic;number;Cbs.OData.Topic
240;Double;0.0;Impossible;United States, Hawai Islands.;240;UnitedStatesOfAmerica_213;211.0;213.0;;United States of America;Topic;number;Cbs.OData.Topic
285;Double;0.0;Impossible;United States, Hawai Islands.;285;UnitedStatesOfAmerica_255;256.0;255.0;;United States of America;Topic;number;Cbs.OData.Topic
